Employee ID,Age,Gender,Department,Job Role,Monthly Income,Years at Company,Job Satisfaction,Performance Rating,Work-Life Balance,Attrition
EMP0388,26,Female,Research & Development,Manufacturing Director,17023,8,4,3,4,No
EMP0389,57,Male,Sales,Sales Representative,6308,10,3,4,4,No
EMP0390,55,Male,Sales,Sales Executive,4050,0,4,2,4,Yes
EMP0391,52,Female,Sales,Sales Executive,8273,9,4,3,3,No
EMP0392,31,Male,Finance,Financial Analyst,12879,7,4,3,3,No
EMP0393,40,Female,Sales,Sales Executive,5249,0,1,3,4,No
EMP0394,53,Female,Sales,Sales Representative,5809,0,2,1,4,Yes
EMP0395,22,Male,IT,Software Engineer,8921,0,1,4,3,No
EMP0396,26,Male,Finance,Manager,14676,0,4,3,1,No
EMP0397,25,Female,IT,IT Support,7641,3,2,3,4,No
EMP0398,37,Male,Sales,Sales Executive,9017,18,4,3,3,No
EMP0399,45,Male,Sales,Manager,10932,2,2,2,3,Yes
EMP0400,37,Female,Research & Development,Manager,19690,3,4,3,3,No
EMP0401,23,Female,Sales,Sales Representative,6654,5,1,4,3,No
EMP0402,49,Female,Sales,Sales Executive,4669,1,1,3,2,Yes
EMP0403,53,Female,Research & Development,Research Scientist,10720,9,2,4,4,Yes
EMP0404,48,Female,Finance,Accountant,4852,3,3,4,2,Yes
EMP0405,41,Male,Research & Development,Manufacturing Director,18092,4,2,3,2,Yes
EMP0406,45,Male,Research & Development,Laboratory Technician,4169,2,4,3,3,Yes
EMP0407,33,Male,Research & Development,Laboratory Technician,4633,4,1,3,4,No
EMP0408,56,Male,Sales,Manager,17142,0,2,3,4,No
EMP0409,54,Female,Research & Development,Laboratory Technician,6609,7,4,2,4,No
EMP0410,54,Male,Sales,Manager,14849,1,1,3,4,No
EMP0411,58,Male,Sales,Manager,18931,10,4,2,2,No
EMP0412,33,Male,Human Resources,Recruiter,6824,2,4,4,1,No
EMP0413,24,Male,Sales,Manager,11091,0,1,4,3,No
EMP0414,22,Male,Finance,Accountant,4996,4,2,3,2,Yes
EMP0415,54,Male,Sales,Manager,19852,0,2,3,4,No
EMP0416,31,Male,Research & Development,Manager,19249,7,4,3,3,No
EMP0417,50,Male,Research & Development,Manager,18054,17,3,3,4,No
EMP0418,34,Male,Sales,Sales Executive,4660,7,3,3,2,No
EMP0419,33,Female,Sales,Manager,15936,0,4,3,3,No
EMP0420,52,Male,Research & Development,Manufacturing Director,20177,4,1,3,3,No
EMP0421,23,Male,IT,Data Analyst,9449,5,4,2,2,No
EMP0422,56,Female,IT,IT Support,8133,8,4,1,3,No
EMP0423,44,Male,Research & Development,Research Scientist,10370,0,3,2,3,Yes
EMP0424,38,Female,IT,Manager,14901,3,4,3,3,No
EMP0425,47,Male,Research & Development,Manager,17807,3,4,4,3,No
EMP0426,29,Male,Human Resources,HR Partner,6344,0,2,3,1,Yes
EMP0427,50,Female,Research & Development,Manufacturing Director,16019,1,3,3,3,No
EMP0428,47,Male,Research & Development,Manufacturing Director,19458,2,3,2,3,No
EMP0429,31,Female,IT,Software Engineer,7692,8,1,3,1,No
EMP0430,47,Male,Research & Development,Laboratory Technician,8778,13,4,2,3,No
EMP0431,55,Female,IT,Manager,20343,4,1,3,2,Yes
EMP0432,28,Male,Research & Development,Research Scientist,6764,2,3,4,3,No
EMP0433,25,Male,Sales,Sales Executive,8116,1,3,2,2,Yes
EMP0434,32,Female,Sales,Manager,16518,14,1,3,3,No
EMP0435,50,Male,Research & Development,Manager,20125,20,4,1,3,Yes
EMP0436,57,Male,Research & Development,Manufacturing Director,14324,12,4,3,3,No
EMP0437,46,Female,IT,Software Engineer,10495,7,3,2,4,No
EMP0438,42,Female,Sales,Sales Representative,5738,1,2,3,3,No
EMP0439,57,Male,IT,Manager,21088,8,1,2,3,Yes
EMP0440,31,Female,IT,Software Engineer,8676,2,2,3,4,No
EMP0441,58,Non-Binary,Sales,Sales Executive,3202,1,2,3,3,No
EMP0442,30,Female,IT,Data Analyst,10692,6,3,3,4,No
EMP0443,45,Male,Finance,Financial Analyst,7753,0,4,3,3,No
EMP0444,56,Female,Human Resources,HR Partner,3910,0,3,4,3,No
EMP0445,56,Male,IT,Manager,10706,2,4,3,4,No
EMP0446,57,Non-Binary,Finance,Manager,16975,2,3,2,2,Yes
EMP0447,39,Male,Research & Development,Laboratory Technician,9431,11,3,3,3,No
EMP0448,53,Male,Research & Development,Manager,16028,0,4,4,2,No
EMP0449,45,Female,IT,IT Support,7015,0,3,3,3,No
EMP0450,44,Male,Research & Development,Manufacturing Director,16658,0,4,3,2,No
EMP0451,53,Non-Binary,Research & Development,Laboratory Technician,4438,0,2,2,3,No
EMP0452,58,Non-Binary,Sales,Sales Representative,3872,0,1,3,4,No
EMP0453,33,Female,IT,Software Engineer,8141,5,4,3,4,No
EMP0454,34,Male,Sales,Manager,11065,2,3,4,3,No
EMP0455,44,Female,Finance,Accountant,4608,7,4,4,4,No
EMP0456,46,Male,Research & Development,Manufacturing Director,15751,24,4,2,3,No
EMP0457,56,Male,Sales,Manager,20249,5,1,3,3,No
EMP0458,51,Female,Research & Development,Laboratory Technician,7744,0,3,3,4,No
EMP0459,38,Male,Sales,Sales Executive,7722,0,2,3,4,Yes
EMP0460,41,Male,Research & Development,Manufacturing Director,16008,10,3,4,4,No
EMP0461,46,Non-Binary,Finance,Accountant,5468,3,4,3,2,No
EMP0462,43,Male,IT,Software Engineer,12464,8,2,3,3,No
EMP0463,34,Male,Sales,Manager,18455,9,3,3,4,No
EMP0464,40,Female,Sales,Sales Representative,6371,13,4,4,3,No
EMP0465,57,Male,IT,Manager,16830,14,1,3,3,Yes
EMP0466,33,Female,Finance,Manager,18659,4,4,3,3,No
EMP0467,40,Non-Binary,Research & Development,Laboratory Technician,3921,2,3,3,4,No
EMP0468,33,Female,Research & Development,Laboratory Technician,9355,15,4,3,2,No
EMP0469,30,Female,Research & Development,Manufacturing Director,12000,3,2,4,3,No
EMP0470,28,Male,IT,IT Support,6738,0,1,3,2,Yes
EMP0471,49,Male,Research & Development,Manager,14723,5,3,3,3,No
EMP0472,35,Female,Sales,Sales Representative,7047,4,1,3,4,No
EMP0473,52,Female,Sales,Sales Executive,7058,11,4,3,1,No
EMP0474,40,Male,IT,IT Support,8781,5,1,3,3,No
EMP0475,37,Male,Sales,Sales Representative,7464,2,4,2,3,No
EMP0476,26,Male,Research & Development,Laboratory Technician,9281,8,3,3,2,Yes
EMP0477,56,Male,Research & Development,Manager,13998,8,2,3,3,No
EMP0478,33,Female,Sales,Sales Executive,3942,4,1,3,2,No
EMP0479,46,Male,Sales,Sales Executive,6051,1,3,4,3,No
EMP0480,42,Female,IT,Software Engineer,9869,2,3,3,3,Yes
EMP0481,57,Female,IT,IT Support,7695,5,2,2,4,No
EMP0482,44,Male,IT,Data Analyst,6717,0,4,4,4,No
EMP0483,37,Female,IT,Data Analyst,6842,1,2,3,3,No
EMP0484,35,Male,Research & Development,Laboratory Technician,7640,6,3,3,1,Yes
EMP0485,52,Female,IT,Software Engineer,9148,3,3,3,4,No
EMP0486,26,Female,Research & Development,Laboratory Technician,7093,2,1,3,3,Yes
EMP0487,56,Female,Research & Development,Manufacturing Director,18561,0,4,3,1,No
EMP0488,44,Female,Finance,Financial Analyst,10050,2,2,3,4,No
EMP0489,50,Male,Sales,Sales Executive,5186,7,1,4,2,No
EMP0490,32,Male,Research & Development,Research Scientist,11779,1,2,3,3,No
EMP0491,39,Female,Research & Development,Research Scientist,6949,0,3,3,3,No
EMP0492,33,Male,Sales,Manager,16444,5,3,2,3,No
EMP0493,30,Male,Sales,Sales Representative,5921,12,3,2,4,No
EMP0494,31,Male,IT,IT Support,6743,4,1,3,3,No
EMP0495,38,Female,Finance,Accountant,3354,0,2,3,1,No
EMP0496,59,Male,Research & Development,Manufacturing Director,11682,1,4,4,4,No
EMP0497,28,Female,Sales,Sales Executive,6647,10,1,3,4,Yes
EMP0498,34,Non-Binary,Sales,Sales Executive,6245,1,4,3,3,No
EMP0499,30,Male,IT,IT Support,8431,4,1,3,3,No
EMP0500,48,Male,Research & Development,Manufacturing Director,17394,2,4,2,1,Yes
EMP0501,23,Male,Research & Development,Manager,12415,1,2,4,4,No
EMP0502,26,Female,Research & Development,Laboratory Technician,9316,8,3,3,1,No
EMP0503,50,Male,Research & Development,Manager,19819,6,1,2,1,No
EMP0504,58,Male,Research & Development,Manufacturing Director,16821,5,1,3,3,Yes
EMP0505,59,Male,IT,Manager,12737,1,2,4,2,No
EMP0506,40,Female,Research & Development,Manufacturing Director,16339,0,1,4,1,No
EMP0507,29,Male,Research & Development,Manager,19536,4,2,1,3,No
EMP0508,22,Female,Research & Development,Laboratory Technician,6564,4,3,4,2,No
EMP0509,43,Female,Human Resources,Recruiter,8119,1,3,3,2,Yes
EMP0510,38,Male,Research & Development,Laboratory Technician,6765,0,4,1,1,No
EMP0511,28,Female,Sales,Manager,18850,0,3,4,2,No
EMP0512,46,Male,Research & Development,Laboratory Technician,10627,24,3,4,4,No
EMP0513,25,Female,Sales,Sales Executive,6458,7,3,3,4,No
EMP0514,57,Female,IT,Software Engineer,11727,12,3,3,3,No
EMP0515,27,Female,Research & Development,Research Scientist,6930,1,3,4,3,Yes
EMP0516,52,Male,Finance,Manager,15032,16,4,3,1,No
EMP0517,40,Male,Sales,Sales Executive,3408,0,2,4,1,Yes
EMP0518,48,Male,IT,IT Support,7779,3,1,3,2,No
EMP0519,31,Male,Research & Development,Manufacturing Director,17899,8,3,4,3,No
EMP0520,47,Male,IT,Software Engineer,9647,2,2,4,4,No
EMP0521,40,Male,Research & Development,Laboratory Technician,8202,2,4,2,3,Yes
EMP0522,24,Male,Research & Development,Manager,16057,0,4,4,3,Yes
EMP0523,34,Male,IT,IT Support,3133,0,1,3,2,Yes
EMP0524,49,Female,Sales,Sales Executive,8683,4,1,3,4,No
EMP0525,41,Male,Sales,Manager,18050,5,3,3,3,No
EMP0526,49,Male,Research & Development,Laboratory Technician,9359,7,3,2,4,No
EMP0527,29,Male,Research & Development,Laboratory Technician,4466,4,2,3,3,No
EMP0528,22,Male,Sales,Sales Executive,4076,4,4,4,4,No
EMP0529,24,Non-Binary,Sales,Manager,10881,0,3,3,4,Yes
EMP0530,34,Male,Sales,Manager,12060,0,2,3,4,No
EMP0531,49,Female,IT,IT Support,9082,20,1,4,3,No
EMP0532,46,Non-Binary,Research & Development,Manufacturing Director,16702,0,4,3,3,No
EMP0533,54,Female,IT,Software Engineer,8237,5,2,3,2,No
EMP0534,59,Female,Finance,Accountant,5452,0,4,3,4,No
EMP0535,27,Female,Research & Development,Manager,11358,6,3,3,3,No
EMP0536,53,Non-Binary,Sales,Sales Executive,6796,6,3,3,2,Yes
EMP0537,42,Female,Sales,Manager,18156,1,4,4,3,No
EMP0538,37,Female,Sales,Manager,17714,1,4,3,2,No
EMP0539,42,Female,Finance,Accountant,7815,5,2,4,3,No
EMP0540,32,Male,Research & Development,Manufacturing Director,18203,2,2,3,3,No
EMP0541,58,Female,Sales,Sales Executive,7574,1,4,3,3,Yes
EMP0542,57,Male,Research & Development,Research Scientist,9726,6,3,3,1,Yes
EMP0543,56,Male,Research & Development,Laboratory Technician,3110,0,1,3,4,No
EMP0544,40,Male,Research & Development,Research Scientist,8341,9,4,3,4,No
EMP0545,41,Male,Sales,Sales Executive,4738,3,1,2,4,Yes
EMP0546,39,Male,Finance,Financial Analyst,9283,0,1,2,3,No
EMP0547,35,Male,Research & Development,Research Scientist,10610,5,1,3,4,No
EMP0548,36,Female,Sales,Manager,18496,3,3,3,3,No
EMP0549,52,Male,IT,Software Engineer,10655,1,3,3,2,Yes
EMP0550,22,Female,Sales,Sales Representative,6957,2,2,1,2,Yes
EMP0551,24,Male,Finance,Accountant,5619,1,2,3,3,No
EMP0552,37,Male,Finance,Financial Analyst,11534,1,2,3,2,Yes
EMP0553,44,Female,Human Resources,Recruiter,4756,0,3,3,4,Yes
EMP0554,32,Female,IT,Software Engineer,9486,2,1,3,1,No
EMP0555,33,Male,Research & Development,Manager,12506,1,4,3,3,No
EMP0556,31,Female,Finance,Accountant,4975,5,2,4,3,Yes
EMP0557,53,Female,Research & Development,Laboratory Technician,4722,5,4,2,3,No
EMP0558,37,Male,Human Resources,HR Partner,6170,3,1,3,3,No
EMP0559,29,Male,Finance,Financial Analyst,13207,7,4,4,2,Yes
EMP0560,59,Non-Binary,Finance,Manager,19612,9,2,3,4,No
EMP0561,33,Female,IT,Software Engineer,7124,4,1,3,3,No
EMP0562,45,Male,Research & Development,Research Scientist,8329,4,4,3,3,No
EMP0563,49,Female,Finance,Manager,15845,1,4,3,4,No
EMP0564,29,Male,Research & Development,Research Scientist,13369,11,3,4,4,No
EMP0565,49,Male,Finance,Financial Analyst,7945,0,4,4,4,No
EMP0566,57,Male,Research & Development,Manufacturing Director,14886,2,3,3,3,No
EMP0567,47,Female,Research & Development,Manager,13630,6,4,4,3,No
EMP0568,29,Female,Research & Development,Manager,13510,0,2,1,3,No
EMP0569,49,Female,Research & Development,Research Scientist,7045,1,3,1,4,No
EMP0570,49,Male,IT,Software Engineer,11764,4,3,4,4,No
EMP0571,58,Male,Research & Development,Manufacturing Director,11367,4,2,2,2,No
EMP0572,57,Male,Research & Development,Manufacturing Director,13379,6,4,2,3,No
EMP0573,48,Female,Research & Development,Manager,13619,8,1,3,4,No
EMP0574,38,Male,IT,Data Analyst,9319,0,1,3,3,No
EMP0575,30,Male,Research & Development,Research Scientist,8320,0,3,3,3,No
EMP0576,54,Female,Sales,Sales Representative,5646,5,3,3,3,No
EMP0577,41,Male,Sales,Sales Representative,7203,1,1,3,3,No
EMP0578,34,Non-Binary,Sales,Manager,14709,4,2,3,4,No
EMP0579,49,Male,Research & Development,Research Scientist,9420,0,4,4,3,No
EMP0580,50,Female,Sales,Sales Executive,6131,3,2,4,2,No
EMP0581,34,Male,Sales,Manager,10956,3,3,3,2,No
EMP0582,56,Female,Finance,Accountant,6881,4,4,4,1,Yes
EMP0583,27,Male,IT,IT Support,5880,3,3,3,3,No
EMP0584,39,Male,Research & Development,Manager,14731,3,4,2,3,No
EMP0585,26,Male,Finance,Financial Analyst,8860,2,4,1,2,No
EMP0586,46,Male,Sales,Manager,15123,0,3,2,3,No
EMP0587,23,Male,Research & Development,Research Scientist,8787,0,3,3,4,No
EMP0588,31,Female,Research & Development,Manager,14609,2,3,2,2,No
EMP0589,51,Male,Research & Development,Manager,16940,2,3,3,3,No
EMP0590,26,Female,Research & Development,Laboratory Technician,4797,3,4,2,4,No
EMP0591,54,Female,Research & Development,Research Scientist,7478,1,2,4,3,No
EMP0592,22,Female,Research & Development,Manager,11265,4,2,3,4,Yes
EMP0593,39,Male,Human Resources,Recruiter,8800,9,2,4,3,Yes
EMP0594,53,Male,Sales,Sales Representative,6548,1,1,4,4,Yes
EMP0595,32,Female,Sales,Sales Executive,4687,1,1,1,4,Yes
EMP0596,42,Non-Binary,Sales,Sales Executive,7942,0,4,3,3,No
EMP0597,47,Male,Sales,Sales Representative,8397,4,3,1,4,No
EMP0598,46,Male,Research & Development,Manufacturing Director,14936,2,3,4,4,No
EMP0599,43,Male,Sales,Sales Executive,3525,1,3,3,3,No
EMP0600,48,Non-Binary,IT,Data Analyst,8765,5,4,2,2,No
EMP0601,34,Male,Sales,Sales Representative,7162,0,3,2,3,Yes
EMP0602,54,Male,Sales,Manager,11103,4,4,3,4,No
EMP0603,55,Female,Research & Development,Manager,15667,3,2,4,3,No
EMP0604,56,Male,Sales,Sales Executive,8779,6,4,3,2,No
EMP0605,22,Male,Research & Development,Manager,15024,0,3,4,1,No
EMP0606,42,Female,Research & Development,Laboratory Technician,6440,10,2,3,3,No
EMP0607,27,Female,Sales,Manager,19540,6,3,1,2,Yes
EMP0608,49,Male,Sales,Sales Representative,6234,1,3,4,3,No
EMP0609,38,Male,Research & Development,Research Scientist,8831,1,1,1,4,No
EMP0610,26,Male,Sales,Manager,16791,2,3,4,3,No
EMP0611,52,Male,Sales,Sales Representative,4695,8,2,3,1,Yes
EMP0612,26,Female,Sales,Manager,13969,8,1,1,2,No
EMP0613,59,Male,Sales,Sales Executive,7067,3,4,3,2,No
EMP0614,24,Male,Research & Development,Manufacturing Director,11728,6,3,4,2,No
EMP0615,44,Male,Research & Development,Research Scientist,8310,0,4,4,3,No
EMP0616,58,Female,Research & Development,Laboratory Technician,7675,0,3,2,3,No
EMP0617,58,Male,Sales,Sales Executive,7063,12,2,2,2,No
EMP0618,31,Female,Sales,Sales Representative,7764,7,3,3,1,No
EMP0619,31,Male,IT,Manager,12741,2,3,3,2,No
EMP0620,40,Female,Research & Development,Laboratory Technician,9305,7,4,3,4,No
EMP0621,38,Female,IT,Software Engineer,9692,15,2,2,3,Yes
EMP0622,42,Male,Research & Development,Laboratory Technician,8730,7,4,4,4,No
EMP0623,35,Male,Research & Development,Manufacturing Director,20943,9,4,3,4,No
EMP0624,30,Male,Research & Development,Manager,17350,7,3,4,3,No
EMP0625,22,Male,Research & Development,Laboratory Technician,4360,0,4,3,4,Yes
EMP0626,34,Male,Research & Development,Research Scientist,12727,8,2,3,2,No
EMP0627,25,Male,Research & Development,Manager,15762,1,4,4,3,No
EMP0628,22,Male,Sales,Manager,19530,4,4,3,2,No
EMP0629,53,Female,Research & Development,Manager,19611,3,1,4,4,No
EMP0630,55,Male,IT,IT Support,7162,5,4,4,1,No
EMP0631,49,Female,Finance,Accountant,7525,3,3,3,4,Yes
EMP0632,52,Male,Research & Development,Laboratory Technician,3271,0,3,3,1,No
EMP0633,29,Female,Research & Development,Research Scientist,7228,1,3,1,4,No
EMP0634,47,Female,Sales,Manager,20018,20,1,1,3,No
EMP0635,55,Male,Research & Development,Research Scientist,10442,16,3,3,3,No
EMP0636,24,Female,Research & Development,Laboratory Technician,4341,1,4,2,3,No
EMP0637,33,Male,Finance,Manager,21784,15,1,3,3,No
EMP0638,22,Male,Research & Development,Research Scientist,8405,4,2,3,3,No
EMP0639,26,Female,Research & Development,Research Scientist,11010,4,1,3,4,No
EMP0640,51,Male,Research & Development,Research Scientist,9377,0,3,3,1,No
EMP0641,51,Male,IT,Software Engineer,13973,11,4,2,4,No
EMP0642,38,Female,Research & Development,Research Scientist,12341,4,4,1,3,No
EMP0643,44,Female,Research & Development,Manufacturing Director,16071,10,4,3,4,No
EMP0644,36,Female,Finance,Financial Analyst,11902,8,3,3,3,No
EMP0645,58,Male,Sales,Manager,13040,8,2,3,3,Yes
EMP0646,42,Female,IT,Software Engineer,10626,5,4,3,4,No
EMP0647,35,Male,Sales,Sales Representative,5082,1,4,4,3,No
EMP0648,23,Female,IT,Data Analyst,10111,2,3,3,3,No
EMP0649,32,Non-Binary,Research & Development,Research Scientist,6384,1,3,3,1,No
EMP0650,59,Female,Research & Development,Manager,14996,0,4,4,2,No
EMP0651,55,Female,IT,Data Analyst,7020,4,4,4,3,No
EMP0652,59,Male,Sales,Manager,19231,6,2,3,4,Yes
EMP0653,55,Female,Sales,Sales Executive,7988,9,4,3,3,No
EMP0654,39,Female,Research & Development,Manufacturing Director,19285,0,1,2,2,No
EMP0655,51,Male,Research & Development,Manager,13545,3,2,3,3,No
EMP0656,36,Female,Research & Development,Research Scientist,8474,0,3,4,3,No
EMP0657,48,Male,Sales,Sales Representative,5615,0,1,3,3,Yes
EMP0658,55,Female,Sales,Manager,18792,0,1,4,4,No
EMP0659,59,Female,Sales,Sales Representative,5360,6,1,3,4,Yes
EMP0660,54,Female,Sales,Sales Representative,7599,0,3,4,1,Yes
EMP0661,45,Male,Research & Development,Research Scientist,11513,6,4,3,4,Yes
EMP0662,36,Female,IT,IT Support,5935,1,4,1,3,No
EMP0663,51,Male,Finance,Accountant,7218,10,2,3,4,Yes
EMP0664,38,Female,IT,Software Engineer,13194,8,3,3,2,No
EMP0665,26,Male,Sales,Sales Executive,9307,8,4,1,3,No
EMP0666,50,Male,Research & Development,Manager,13152,10,1,4,2,No
EMP0667,25,Female,Sales,Sales Executive,4456,7,4,3,3,Yes
EMP0668,31,Male,Sales,Sales Representative,6004,9,4,3,1,Yes
EMP0669,38,Female,Research & Development,Research Scientist,11341,5,1,3,2,No
EMP0670,31,Female,Sales,Manager,10143,0,4,2,1,No
EMP0671,38,Female,Sales,Manager,17418,1,4,4,2,Yes
EMP0672,41,Female,Finance,Accountant,3567,1,1,3,2,No
EMP0673,45,Male,Research & Development,Manufacturing Director,20474,4,1,3,3,No
EMP0674,26,Male,Research & Development,Manager,16961,3,1,3,1,No
EMP0675,55,Male,Sales,Sales Executive,5615,10,2,3,3,No
EMP0676,27,Male,Sales,Sales Representative,8438,9,3,4,2,No
EMP0677,23,Male,IT,Manager,16377,2,3,3,4,No
EMP0678,34,Female,Sales,Sales Executive,6827,3,2,3,4,No
EMP0679,32,Female,Research & Development,Manager,22580,14,4,4,2,No
EMP0680,44,Male,Sales,Sales Representative,5689,1,2,2,3,No
EMP0681,37,Female,Research & Development,Laboratory Technician,7403,7,1,3,1,Yes
EMP0682,52,Non-Binary,Sales,Sales Executive,3898,1,2,4,4,No
EMP0683,32,Female,IT,IT Support,8971,5,3,3,3,No
EMP0684,37,Female,IT,IT Support,6023,1,3,4,1,Yes
EMP0685,29,Male,IT,Manager,12944,10,2,3,3,No
EMP0686,25,Male,Sales,Sales Representative,7681,4,1,4,1,No
EMP0687,25,Male,IT,Software Engineer,7122,1,4,4,3,No
EMP0688,46,Male,Research & Development,Research Scientist,7946,1,4,3,3,No
EMP0689,24,Female,Research & Development,Laboratory Technician,7720,3,2,2,3,No
EMP0690,53,Female,Research & Development,Manufacturing Director,18983,16,2,3,3,Yes
EMP0691,24,Male,Sales,Sales Executive,5759,6,3,3,2,No
EMP0692,48,Male,Sales,Manager,17507,3,4,3,2,No
EMP0693,50,Female,Human Resources,Manager,19675,2,2,1,2,No
EMP0694,53,Male,Sales,Sales Representative,7138,3,4,3,4,No
EMP0695,40,Male,Research & Development,Manager,19825,6,3,4,2,No
EMP0696,42,Female,Research & Development,Manager,14326,7,3,3,3,No
EMP0697,26,Male,IT,Data Analyst,7289,1,3,3,3,No
EMP0698,39,Male,Finance,Manager,14157,6,4,2,2,Yes
EMP0699,49,Male,IT,Software Engineer,9612,5,4,3,3,No
EMP0700,43,Female,Sales,Sales Executive,10191,15,1,2,3,No
EMP0701,42,Female,Sales,Sales Representative,9359,13,2,2,3,Yes
EMP0702,27,Male,Research & Development,Manufacturing Director,19118,7,3,4,3,No
EMP0703,22,Male,Sales,Sales Executive,8063,4,2,4,3,No
EMP0704,26,Male,Sales,Sales Executive,5289,1,4,2,3,No
EMP0705,33,Female,Research & Development,Laboratory Technician,6702,9,4,2,3,No
EMP0706,47,Female,Research & Development,Manager,12967,2,4,3,3,No
EMP0707,55,Male,Finance,Manager,18275,1,4,3,1,Yes
EMP0708,35,Female,Sales,Sales Executive,6514,2,2,3,3,No
EMP0709,47,Male,Sales,Sales Representative,7794,9,4,3,1,No
EMP0710,48,Male,Sales,Sales Executive,5010,0,4,3,2,No
EMP0711,30,Male,Finance,Financial Analyst,11444,3,2,3,3,No
EMP0712,47,Male,IT,Software Engineer,8491,3,4,3,4,Yes
EMP0713,43,Male,IT,Data Analyst,6830,0,1,3,4,No
EMP0714,51,Male,Finance,Manager,10248,1,4,3,1,No
EMP0715,38,Male,Research & Development,Manager,15810,8,3,4,3,No
EMP0716,47,Female,Research & Development,Laboratory Technician,5778,8,2,4,3,No
EMP0717,57,Male,Research & Development,Manufacturing Director,15968,1,3,2,2,No
EMP0718,22,Female,Research & Development,Research Scientist,9833,4,3,3,4,No
EMP0719,29,Female,Research & Development,Manufacturing Director,11470,7,2,3,4,No
EMP0720,56,Male,Research & Development,Research Scientist,11855,2,1,2,4,No
EMP0721,36,Male,Finance,Financial Analyst,7266,6,3,3,1,No
EMP0722,43,Male,Finance,Accountant,7977,16,3,3,2,No
EMP0723,35,Male,IT,Software Engineer,11662,3,4,3,4,No
EMP0724,47,Male,IT,Data Analyst,8428,1,4,3,3,Yes
EMP0725,49,Female,Research & Development,Manufacturing Director,22781,14,3,3,4,No
EMP0726,44,Female,Sales,Manager,19604,4,4,4,1,No
EMP0727,35,Male,Sales,Sales Executive,4886,0,3,3,3,No
EMP0728,45,Female,Research & Development,Laboratory Technician,5422,4,4,3,3,No
EMP0729,23,Male,Human Resources,HR Partner,4296,3,2,1,1,Yes
EMP0730,47,Female,Sales,Sales Representative,6037,9,2,2,3,Yes
EMP0731,35,Female,Finance,Accountant,6006,3,3,3,3,No
EMP0732,28,Female,Sales,Sales Representative,3448,1,1,2,2,Yes
EMP0733,24,Male,Sales,Manager,11637,5,4,1,2,No
EMP0734,44,Male,Research & Development,Laboratory Technician,4549,3,4,2,3,Yes
EMP0735,39,Non-Binary,Sales,Manager,13787,1,2,3,3,No
EMP0736,59,Male,Sales,Sales Representative,4911,4,3,3,4,No
EMP0737,56,Non-Binary,Research & Development,Manufacturing Director,19967,8,4,3,3,No
EMP0738,36,Male,IT,Manager,10722,0,4,3,2,No
EMP0739,46,Male,Research & Development,Manufacturing Director,14642,4,2,2,4,Yes
EMP0740,58,Male,Research & Development,Manufacturing Director,14074,2,2,3,4,No
EMP0741,49,Male,Research & Development,Research Scientist,11066,1,3,3,1,Yes
EMP0742,31,Female,Sales,Sales Representative,5347,2,3,3,4,No
EMP0743,38,Male,Finance,Financial Analyst,7102,2,1,4,2,No
EMP0744,43,Male,Sales,Sales Representative,6728,8,2,4,1,No
EMP0745,47,Male,Finance,Accountant,4126,1,4,1,2,No
EMP0746,46,Male,Research & Development,Manager,15433,6,3,4,2,No
EMP0747,38,Male,Finance,Financial Analyst,9504,0,4,2,4,No
EMP0748,34,Male,Sales,Manager,15517,15,4,4,4,No
EMP0749,41,Female,Research & Development,Laboratory Technician,6197,4,4,3,4,No
EMP0750,46,Male,Sales,Manager,12349,6,2,3,4,No
EMP0751,25,Male,Sales,Sales Executive,6580,1,4,2,3,No
EMP0752,31,Male,Research & Development,Manufacturing Director,12278,2,1,2,3,No
EMP0753,24,Male,Sales,Sales Representative,4453,1,3,3,4,No
EMP0754,39,Non-Binary,Research & Development,Laboratory Technician,7083,13,3,4,4,No
EMP0755,57,Male,Sales,Sales Representative,3909,3,2,3,4,Yes
EMP0756,43,Male,Research & Development,Research Scientist,11939,4,4,3,4,No
EMP0757,55,Female,IT,Data Analyst,11152,6,4,3,2,Yes
EMP0758,29,Male,Research & Development,Research Scientist,9449,2,1,3,4,No
EMP0759,40,Male,Research & Development,Manager,16966,6,3,1,4,No
EMP0760,58,Non-Binary,Research & Development,Manufacturing Director,20756,5,2,1,4,No
EMP0761,27,Female,IT,Manager,20892,6,3,3,2,No
EMP0762,47,Non-Binary,Research & Development,Manager,17012,3,4,3,3,No
EMP0763,55,Male,Research & Development,Manager,15265,2,2,2,3,No
EMP0764,27,Male,Finance,Accountant,3215,1,4,2,2,No
EMP0765,58,Male,Human Resources,Recruiter,5205,8,1,2,3,No
EMP0766,54,Male,Research & Development,Laboratory Technician,5181,4,3,4,2,No
EMP0767,43,Female,Research & Development,Manufacturing Director,15308,2,3,2,3,No
EMP0768,42,Male,Human Resources,Recruiter,9183,14,2,3,3,No
EMP0769,27,Female,Research & Development,Research Scientist,6894,0,2,3,3,No
EMP0770,27,Female,Sales,Manager,21559,9,4,3,3,No
EMP0771,25,Male,Sales,Manager,17812,7,4,2,3,No
EMP0772,51,Male,IT,IT Support,5413,10,2,3,2,No
EMP0773,32,Female,Sales,Manager,15720,8,3,2,2,No
EMP0774,51,Male,Human Resources,Manager,18907,2,1,3,1,No
EMP0775,52,Female,Research & Development,Research Scientist,10866,1,2,2,2,No
EMP0776,45,Male,Research & Development,Manager,16020,6,3,3,3,No
EMP0777,30,Male,Sales,Manager,18035,1,1,3,4,No
