Employee ID,Age,Gender,Department,Job Role,Monthly Income,Years at Company,Job Satisfaction,Performance Rating,Work-Life Balance,Attrition,Tenure Group,Income Band,Attrition_Encoded,Gender_Encoded,Department_Encoded,JobRole_Encoded
EMP0488,44,Female,Finance,Financial Analyst,10050,2,2,3,4,No,0-2 Yrs,High (10k-15k),0,0,0,2
EMP0489,50,Male,Sales,Sales Executive,5186,7,1,4,2,No,6-10 Yrs,Medium (5k-10k),0,1,4,10
EMP0490,32,Male,Research & Development,Research Scientist,11779,1,2,3,3,No,0-2 Yrs,High (10k-15k),0,1,3,9
EMP0491,39,Female,Research & Development,Research Scientist,6949,0,3,3,3,No,0-2 Yrs,Medium (5k-10k),0,0,3,9
EMP0492,33,Male,Sales,Manager,16444,5,3,2,3,No,3-5 Yrs,Very High (15k+),0,1,4,6
EMP0493,30,Male,Sales,Sales Representative,5921,12,3,2,4,No,10+ Yrs,Medium (5k-10k),0,1,4,11
EMP0494,31,Male,IT,IT Support,6743,4,1,3,3,No,3-5 Yrs,Medium (5k-10k),0,1,2,4
EMP0495,38,Female,Finance,Accountant,3354,0,2,3,1,No,0-2 Yrs,Low (<5k),0,0,0,0
EMP0496,59,Male,Research & Development,Manufacturing Director,11682,1,4,4,4,No,0-2 Yrs,High (10k-15k),0,1,3,7
EMP0497,28,Female,Sales,Sales Executive,6647,10,1,3,4,Yes,6-10 Yrs,Medium (5k-10k),1,0,4,10
EMP0498,34,Non-Binary,Sales,Sales Executive,6245,1,4,3,3,No,0-2 Yrs,Medium (5k-10k),0,2,4,10
EMP0499,30,Male,IT,IT Support,8431,4,1,3,3,No,3-5 Yrs,Medium (5k-10k),0,1,2,4
EMP0500,48,Male,Research & Development,Manufacturing Director,17394,2,4,2,1,Yes,0-2 Yrs,Very High (15k+),1,1,3,7
EMP0501,23,Male,Research & Development,Manager,12415,1,2,4,4,No,0-2 Yrs,High (10k-15k),0,1,3,6
EMP0502,26,Female,Research & Development,Laboratory Technician,9316,8,3,3,1,No,6-10 Yrs,Medium (5k-10k),0,0,3,5
EMP0503,50,Male,Research & Development,Manager,19819,6,1,2,1,No,6-10 Yrs,Very High (15k+),0,1,3,6
EMP0504,58,Male,Research & Development,Manufacturing Director,16821,5,1,3,3,Yes,3-5 Yrs,Very High (15k+),1,1,3,7
EMP0505,59,Male,IT,Manager,12737,1,2,4,2,No,0-2 Yrs,High (10k-15k),0,1,2,6
EMP0506,40,Female,Research & Development,Manufacturing Director,16339,0,1,4,1,No,0-2 Yrs,Very High (15k+),0,0,3,7
EMP0507,29,Male,Research & Development,Manager,19536,4,2,1,3,No,3-5 Yrs,Very High (15k+),0,1,3,6
EMP0508,22,Female,Research & Development,Laboratory Technician,6564,4,3,4,2,No,3-5 Yrs,Medium (5k-10k),0,0,3,5
EMP0509,43,Female,Human Resources,Recruiter,8119,1,3,3,2,Yes,0-2 Yrs,Medium (5k-10k),1,0,1,8
EMP0510,38,Male,Research & Development,Laboratory Technician,6765,0,4,1,1,No,0-2 Yrs,Medium (5k-10k),0,1,3,5
EMP0511,28,Female,Sales,Manager,18850,0,3,4,2,No,0-2 Yrs,Very High (15k+),0,0,4,6
EMP0512,46,Male,Research & Development,Laboratory Technician,10627,24,3,4,4,No,10+ Yrs,High (10k-15k),0,1,3,5
EMP0513,25,Female,Sales,Sales Executive,6458,7,3,3,4,No,6-10 Yrs,Medium (5k-10k),0,0,4,10
EMP0514,57,Female,IT,Software Engineer,11727,12,3,3,3,No,10+ Yrs,High (10k-15k),0,0,2,12
EMP0515,27,Female,Research & Development,Research Scientist,6930,1,3,4,3,Yes,0-2 Yrs,Medium (5k-10k),1,0,3,9
EMP0516,52,Male,Finance,Manager,15032,16,4,3,1,No,10+ Yrs,Very High (15k+),0,1,0,6
EMP0517,40,Male,Sales,Sales Executive,3408,0,2,4,1,Yes,0-2 Yrs,Low (<5k),1,1,4,10
EMP0518,48,Male,IT,IT Support,7779,3,1,3,2,No,3-5 Yrs,Medium (5k-10k),0,1,2,4
EMP0519,31,Male,Research & Development,Manufacturing Director,17899,8,3,4,3,No,6-10 Yrs,Very High (15k+),0,1,3,7
EMP0520,47,Male,IT,Software Engineer,9647,2,2,4,4,No,0-2 Yrs,Medium (5k-10k),0,1,2,12
EMP0521,40,Male,Research & Development,Laboratory Technician,8202,2,4,2,3,Yes,0-2 Yrs,Medium (5k-10k),1,1,3,5
EMP0522,24,Male,Research & Development,Manager,16057,0,4,4,3,Yes,0-2 Yrs,Very High (15k+),1,1,3,6
EMP0523,34,Male,IT,IT Support,3133,0,1,3,2,Yes,0-2 Yrs,Low (<5k),1,1,2,4
EMP0524,49,Female,Sales,Sales Executive,8683,4,1,3,4,No,3-5 Yrs,Medium (5k-10k),0,0,4,10
EMP0525,41,Male,Sales,Manager,18050,5,3,3,3,No,3-5 Yrs,Very High (15k+),0,1,4,6
EMP0526,49,Male,Research & Development,Laboratory Technician,9359,7,3,2,4,No,6-10 Yrs,Medium (5k-10k),0,1,3,5
EMP0527,29,Male,Research & Development,Laboratory Technician,4466,4,2,3,3,No,3-5 Yrs,Low (<5k),0,1,3,5
EMP0528,22,Male,Sales,Sales Executive,4076,4,4,4,4,No,3-5 Yrs,Low (<5k),0,1,4,10
EMP0529,24,Non-Binary,Sales,Manager,10881,0,3,3,4,Yes,0-2 Yrs,High (10k-15k),1,2,4,6
EMP0530,34,Male,Sales,Manager,12060,0,2,3,4,No,0-2 Yrs,High (10k-15k),0,1,4,6
EMP0531,49,Female,IT,IT Support,9082,20,1,4,3,No,10+ Yrs,Medium (5k-10k),0,0,2,4
EMP0532,46,Non-Binary,Research & Development,Manufacturing Director,16702,0,4,3,3,No,0-2 Yrs,Very High (15k+),0,2,3,7
EMP0533,54,Female,IT,Software Engineer,8237,5,2,3,2,No,3-5 Yrs,Medium (5k-10k),0,0,2,12
EMP0534,59,Female,Finance,Accountant,5452,0,4,3,4,No,0-2 Yrs,Medium (5k-10k),0,0,0,0
EMP0535,27,Female,Research & Development,Manager,11358,6,3,3,3,No,6-10 Yrs,High (10k-15k),0,0,3,6
EMP0536,53,Non-Binary,Sales,Sales Executive,6796,6,3,3,2,Yes,6-10 Yrs,Medium (5k-10k),1,2,4,10
EMP0537,42,Female,Sales,Manager,18156,1,4,4,3,No,0-2 Yrs,Very High (15k+),0,0,4,6
EMP0538,37,Female,Sales,Manager,17714,1,4,3,2,No,0-2 Yrs,Very High (15k+),0,0,4,6
EMP0539,42,Female,Finance,Accountant,7815,5,2,4,3,No,3-5 Yrs,Medium (5k-10k),0,0,0,0
EMP0540,32,Male,Research & Development,Manufacturing Director,18203,2,2,3,3,No,0-2 Yrs,Very High (15k+),0,1,3,7
EMP0541,58,Female,Sales,Sales Executive,7574,1,4,3,3,Yes,0-2 Yrs,Medium (5k-10k),1,0,4,10
EMP0542,57,Male,Research & Development,Research Scientist,9726,6,3,3,1,Yes,6-10 Yrs,Medium (5k-10k),1,1,3,9
EMP0543,56,Male,Research & Development,Laboratory Technician,3110,0,1,3,4,No,0-2 Yrs,Low (<5k),0,1,3,5
EMP0544,40,Male,Research & Development,Research Scientist,8341,9,4,3,4,No,6-10 Yrs,Medium (5k-10k),0,1,3,9
EMP0545,41,Male,Sales,Sales Executive,4738,3,1,2,4,Yes,3-5 Yrs,Low (<5k),1,1,4,10
EMP0546,39,Male,Finance,Financial Analyst,9283,0,1,2,3,No,0-2 Yrs,Medium (5k-10k),0,1,0,2
EMP0547,35,Male,Research & Development,Research Scientist,10610,5,1,3,4,No,3-5 Yrs,High (10k-15k),0,1,3,9
EMP0548,36,Female,Sales,Manager,18496,3,3,3,3,No,3-5 Yrs,Very High (15k+),0,0,4,6
EMP0549,52,Male,IT,Software Engineer,10655,1,3,3,2,Yes,0-2 Yrs,High (10k-15k),1,1,2,12
EMP0550,22,Female,Sales,Sales Representative,6957,2,2,1,2,Yes,0-2 Yrs,Medium (5k-10k),1,0,4,11
EMP0551,24,Male,Finance,Accountant,5619,1,2,3,3,No,0-2 Yrs,Medium (5k-10k),0,1,0,0
EMP0552,37,Male,Finance,Financial Analyst,11534,1,2,3,2,Yes,0-2 Yrs,High (10k-15k),1,1,0,2
EMP0553,44,Female,Human Resources,Recruiter,4756,0,3,3,4,Yes,0-2 Yrs,Low (<5k),1,0,1,8
EMP0554,32,Female,IT,Software Engineer,9486,2,1,3,1,No,0-2 Yrs,Medium (5k-10k),0,0,2,12
EMP0555,33,Male,Research & Development,Manager,12506,1,4,3,3,No,0-2 Yrs,High (10k-15k),0,1,3,6
EMP0556,31,Female,Finance,Accountant,4975,5,2,4,3,Yes,3-5 Yrs,Low (<5k),1,0,0,0
EMP0557,53,Female,Research & Development,Laboratory Technician,4722,5,4,2,3,No,3-5 Yrs,Low (<5k),0,0,3,5
EMP0558,37,Male,Human Resources,HR Partner,6170,3,1,3,3,No,3-5 Yrs,Medium (5k-10k),0,1,1,3
EMP0559,29,Male,Finance,Financial Analyst,13207,7,4,4,2,Yes,6-10 Yrs,High (10k-15k),1,1,0,2
EMP0560,59,Non-Binary,Finance,Manager,19612,9,2,3,4,No,6-10 Yrs,Very High (15k+),0,2,0,6
EMP0561,33,Female,IT,Software Engineer,7124,4,1,3,3,No,3-5 Yrs,Medium (5k-10k),0,0,2,12
EMP0562,45,Male,Research & Development,Research Scientist,8329,4,4,3,3,No,3-5 Yrs,Medium (5k-10k),0,1,3,9
EMP0563,49,Female,Finance,Manager,15845,1,4,3,4,No,0-2 Yrs,Very High (15k+),0,0,0,6
EMP0564,29,Male,Research & Development,Research Scientist,13369,11,3,4,4,No,10+ Yrs,High (10k-15k),0,1,3,9
EMP0565,49,Male,Finance,Financial Analyst,7945,0,4,4,4,No,0-2 Yrs,Medium (5k-10k),0,1,0,2
EMP0566,57,Male,Research & Development,Manufacturing Director,14886,2,3,3,3,No,0-2 Yrs,High (10k-15k),0,1,3,7
EMP0567,47,Female,Research & Development,Manager,13630,6,4,4,3,No,6-10 Yrs,High (10k-15k),0,0,3,6
EMP0568,29,Female,Research & Development,Manager,13510,0,2,1,3,No,0-2 Yrs,High (10k-15k),0,0,3,6
EMP0569,49,Female,Research & Development,Research Scientist,7045,1,3,1,4,No,0-2 Yrs,Medium (5k-10k),0,0,3,9
EMP0570,49,Male,IT,Software Engineer,11764,4,3,4,4,No,3-5 Yrs,High (10k-15k),0,1,2,12
EMP0571,58,Male,Research & Development,Manufacturing Director,11367,4,2,2,2,No,3-5 Yrs,High (10k-15k),0,1,3,7
EMP0572,57,Male,Research & Development,Manufacturing Director,13379,6,4,2,3,No,6-10 Yrs,High (10k-15k),0,1,3,7
EMP0573,48,Female,Research & Development,Manager,13619,8,1,3,4,No,6-10 Yrs,High (10k-15k),0,0,3,6
EMP0574,38,Male,IT,Data Analyst,9319,0,1,3,3,No,0-2 Yrs,Medium (5k-10k),0,1,2,1
EMP0575,30,Male,Research & Development,Research Scientist,8320,0,3,3,3,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP0576,54,Female,Sales,Sales Representative,5646,5,3,3,3,No,3-5 Yrs,Medium (5k-10k),0,0,4,11
EMP0577,41,Male,Sales,Sales Representative,7203,1,1,3,3,No,0-2 Yrs,Medium (5k-10k),0,1,4,11
EMP0578,34,Non-Binary,Sales,Manager,14709,4,2,3,4,No,3-5 Yrs,High (10k-15k),0,2,4,6
EMP0579,49,Male,Research & Development,Research Scientist,9420,0,4,4,3,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP0580,50,Female,Sales,Sales Executive,6131,3,2,4,2,No,3-5 Yrs,Medium (5k-10k),0,0,4,10
EMP0581,34,Male,Sales,Manager,10956,3,3,3,2,No,3-5 Yrs,High (10k-15k),0,1,4,6
EMP0582,56,Female,Finance,Accountant,6881,4,4,4,1,Yes,3-5 Yrs,Medium (5k-10k),1,0,0,0
EMP0583,27,Male,IT,IT Support,5880,3,3,3,3,No,3-5 Yrs,Medium (5k-10k),0,1,2,4
EMP0584,39,Male,Research & Development,Manager,14731,3,4,2,3,No,3-5 Yrs,High (10k-15k),0,1,3,6
EMP0585,26,Male,Finance,Financial Analyst,8860,2,4,1,2,No,0-2 Yrs,Medium (5k-10k),0,1,0,2
EMP0586,46,Male,Sales,Manager,15123,0,3,2,3,No,0-2 Yrs,Very High (15k+),0,1,4,6
EMP0587,23,Male,Research & Development,Research Scientist,8787,0,3,3,4,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP0588,31,Female,Research & Development,Manager,14609,2,3,2,2,No,0-2 Yrs,High (10k-15k),0,0,3,6
EMP0589,51,Male,Research & Development,Manager,16940,2,3,3,3,No,0-2 Yrs,Very High (15k+),0,1,3,6
EMP0590,26,Female,Research & Development,Laboratory Technician,4797,3,4,2,4,No,3-5 Yrs,Low (<5k),0,0,3,5
EMP0591,54,Female,Research & Development,Research Scientist,7478,1,2,4,3,No,0-2 Yrs,Medium (5k-10k),0,0,3,9
EMP0592,22,Female,Research & Development,Manager,11265,4,2,3,4,Yes,3-5 Yrs,High (10k-15k),1,0,3,6
EMP0593,39,Male,Human Resources,Recruiter,8800,9,2,4,3,Yes,6-10 Yrs,Medium (5k-10k),1,1,1,8
EMP0594,53,Male,Sales,Sales Representative,6548,1,1,4,4,Yes,0-2 Yrs,Medium (5k-10k),1,1,4,11
EMP0595,32,Female,Sales,Sales Executive,4687,1,1,1,4,Yes,0-2 Yrs,Low (<5k),1,0,4,10
EMP0596,42,Non-Binary,Sales,Sales Executive,7942,0,4,3,3,No,0-2 Yrs,Medium (5k-10k),0,2,4,10
EMP0597,47,Male,Sales,Sales Representative,8397,4,3,1,4,No,3-5 Yrs,Medium (5k-10k),0,1,4,11
EMP0598,46,Male,Research & Development,Manufacturing Director,14936,2,3,4,4,No,0-2 Yrs,High (10k-15k),0,1,3,7
EMP0599,43,Male,Sales,Sales Executive,3525,1,3,3,3,No,0-2 Yrs,Low (<5k),0,1,4,10
EMP0600,48,Non-Binary,IT,Data Analyst,8765,5,4,2,2,No,3-5 Yrs,Medium (5k-10k),0,2,2,1
EMP0601,34,Male,Sales,Sales Representative,7162,0,3,2,3,Yes,0-2 Yrs,Medium (5k-10k),1,1,4,11
EMP0602,54,Male,Sales,Manager,11103,4,4,3,4,No,3-5 Yrs,High (10k-15k),0,1,4,6
EMP0603,55,Female,Research & Development,Manager,15667,3,2,4,3,No,3-5 Yrs,Very High (15k+),0,0,3,6
EMP0604,56,Male,Sales,Sales Executive,8779,6,4,3,2,No,6-10 Yrs,Medium (5k-10k),0,1,4,10
EMP0605,22,Male,Research & Development,Manager,15024,0,3,4,1,No,0-2 Yrs,Very High (15k+),0,1,3,6
EMP0606,42,Female,Research & Development,Laboratory Technician,6440,10,2,3,3,No,6-10 Yrs,Medium (5k-10k),0,0,3,5
EMP0607,27,Female,Sales,Manager,19540,6,3,1,2,Yes,6-10 Yrs,Very High (15k+),1,0,4,6
EMP0608,49,Male,Sales,Sales Representative,6234,1,3,4,3,No,0-2 Yrs,Medium (5k-10k),0,1,4,11
EMP0609,38,Male,Research & Development,Research Scientist,8831,1,1,1,4,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP0610,26,Male,Sales,Manager,16791,2,3,4,3,No,0-2 Yrs,Very High (15k+),0,1,4,6
EMP0611,52,Male,Sales,Sales Representative,4695,8,2,3,1,Yes,6-10 Yrs,Low (<5k),1,1,4,11
EMP0612,26,Female,Sales,Manager,13969,8,1,1,2,No,6-10 Yrs,High (10k-15k),0,0,4,6
EMP0613,59,Male,Sales,Sales Executive,7067,3,4,3,2,No,3-5 Yrs,Medium (5k-10k),0,1,4,10
EMP0614,24,Male,Research & Development,Manufacturing Director,11728,6,3,4,2,No,6-10 Yrs,High (10k-15k),0,1,3,7
EMP0615,44,Male,Research & Development,Research Scientist,8310,0,4,4,3,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP0616,58,Female,Research & Development,Laboratory Technician,7675,0,3,2,3,No,0-2 Yrs,Medium (5k-10k),0,0,3,5
EMP0617,58,Male,Sales,Sales Executive,7063,12,2,2,2,No,10+ Yrs,Medium (5k-10k),0,1,4,10
EMP0618,31,Female,Sales,Sales Representative,7764,7,3,3,1,No,6-10 Yrs,Medium (5k-10k),0,0,4,11
EMP0619,31,Male,IT,Manager,12741,2,3,3,2,No,0-2 Yrs,High (10k-15k),0,1,2,6
EMP0620,40,Female,Research & Development,Laboratory Technician,9305,7,4,3,4,No,6-10 Yrs,Medium (5k-10k),0,0,3,5
EMP0621,38,Female,IT,Software Engineer,9692,15,2,2,3,Yes,10+ Yrs,Medium (5k-10k),1,0,2,12
EMP0622,42,Male,Research & Development,Laboratory Technician,8730,7,4,4,4,No,6-10 Yrs,Medium (5k-10k),0,1,3,5
EMP0623,35,Male,Research & Development,Manufacturing Director,20943,9,4,3,4,No,6-10 Yrs,Very High (15k+),0,1,3,7
EMP0624,30,Male,Research & Development,Manager,17350,7,3,4,3,No,6-10 Yrs,Very High (15k+),0,1,3,6
EMP0625,22,Male,Research & Development,Laboratory Technician,4360,0,4,3,4,Yes,0-2 Yrs,Low (<5k),1,1,3,5
EMP0626,34,Male,Research & Development,Research Scientist,12727,8,2,3,2,No,6-10 Yrs,High (10k-15k),0,1,3,9
EMP0627,25,Male,Research & Development,Manager,15762,1,4,4,3,No,0-2 Yrs,Very High (15k+),0,1,3,6
EMP0628,22,Male,Sales,Manager,19530,4,4,3,2,No,3-5 Yrs,Very High (15k+),0,1,4,6
EMP0629,53,Female,Research & Development,Manager,19611,3,1,4,4,No,3-5 Yrs,Very High (15k+),0,0,3,6
EMP0630,55,Male,IT,IT Support,7162,5,4,4,1,No,3-5 Yrs,Medium (5k-10k),0,1,2,4
EMP0631,49,Female,Finance,Accountant,7525,3,3,3,4,Yes,3-5 Yrs,Medium (5k-10k),1,0,0,0
EMP0632,52,Male,Research & Development,Laboratory Technician,3271,0,3,3,1,No,0-2 Yrs,Low (<5k),0,1,3,5
EMP0633,29,Female,Research & Development,Research Scientist,7228,1,3,1,4,No,0-2 Yrs,Medium (5k-10k),0,0,3,9
EMP0634,47,Female,Sales,Manager,20018,20,1,1,3,No,10+ Yrs,Very High (15k+),0,0,4,6
EMP0635,55,Male,Research & Development,Research Scientist,10442,16,3,3,3,No,10+ Yrs,High (10k-15k),0,1,3,9
EMP0636,24,Female,Research & Development,Laboratory Technician,4341,1,4,2,3,No,0-2 Yrs,Low (<5k),0,0,3,5
EMP0637,33,Male,Finance,Manager,21784,15,1,3,3,No,10+ Yrs,Very High (15k+),0,1,0,6
EMP0638,22,Male,Research & Development,Research Scientist,8405,4,2,3,3,No,3-5 Yrs,Medium (5k-10k),0,1,3,9
EMP0639,26,Female,Research & Development,Research Scientist,11010,4,1,3,4,No,3-5 Yrs,High (10k-15k),0,0,3,9
EMP0640,51,Male,Research & Development,Research Scientist,9377,0,3,3,1,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP0641,51,Male,IT,Software Engineer,13973,11,4,2,4,No,10+ Yrs,High (10k-15k),0,1,2,12
EMP0642,38,Female,Research & Development,Research Scientist,12341,4,4,1,3,No,3-5 Yrs,High (10k-15k),0,0,3,9
EMP0643,44,Female,Research & Development,Manufacturing Director,16071,10,4,3,4,No,6-10 Yrs,Very High (15k+),0,0,3,7
EMP0644,36,Female,Finance,Financial Analyst,11902,8,3,3,3,No,6-10 Yrs,High (10k-15k),0,0,0,2
EMP0645,58,Male,Sales,Manager,13040,8,2,3,3,Yes,6-10 Yrs,High (10k-15k),1,1,4,6
EMP0646,42,Female,IT,Software Engineer,10626,5,4,3,4,No,3-5 Yrs,High (10k-15k),0,0,2,12
EMP0647,35,Male,Sales,Sales Representative,5082,1,4,4,3,No,0-2 Yrs,Medium (5k-10k),0,1,4,11
EMP0648,23,Female,IT,Data Analyst,10111,2,3,3,3,No,0-2 Yrs,High (10k-15k),0,0,2,1
EMP0649,32,Non-Binary,Research & Development,Research Scientist,6384,1,3,3,1,No,0-2 Yrs,Medium (5k-10k),0,2,3,9
EMP0650,59,Female,Research & Development,Manager,14996,0,4,4,2,No,0-2 Yrs,High (10k-15k),0,0,3,6
EMP0651,55,Female,IT,Data Analyst,7020,4,4,4,3,No,3-5 Yrs,Medium (5k-10k),0,0,2,1
EMP0652,59,Male,Sales,Manager,19231,6,2,3,4,Yes,6-10 Yrs,Very High (15k+),1,1,4,6
EMP0653,55,Female,Sales,Sales Executive,7988,9,4,3,3,No,6-10 Yrs,Medium (5k-10k),0,0,4,10
EMP0654,39,Female,Research & Development,Manufacturing Director,19285,0,1,2,2,No,0-2 Yrs,Very High (15k+),0,0,3,7
EMP0655,51,Male,Research & Development,Manager,13545,3,2,3,3,No,3-5 Yrs,High (10k-15k),0,1,3,6
EMP0656,36,Female,Research & Development,Research Scientist,8474,0,3,4,3,No,0-2 Yrs,Medium (5k-10k),0,0,3,9
EMP0657,48,Male,Sales,Sales Representative,5615,0,1,3,3,Yes,0-2 Yrs,Medium (5k-10k),1,1,4,11
EMP0658,55,Female,Sales,Manager,18792,0,1,4,4,No,0-2 Yrs,Very High (15k+),0,0,4,6
EMP0659,59,Female,Sales,Sales Representative,5360,6,1,3,4,Yes,6-10 Yrs,Medium (5k-10k),1,0,4,11
EMP0660,54,Female,Sales,Sales Representative,7599,0,3,4,1,Yes,0-2 Yrs,Medium (5k-10k),1,0,4,11
EMP0661,45,Male,Research & Development,Research Scientist,11513,6,4,3,4,Yes,6-10 Yrs,High (10k-15k),1,1,3,9
EMP0662,36,Female,IT,IT Support,5935,1,4,1,3,No,0-2 Yrs,Medium (5k-10k),0,0,2,4
EMP0663,51,Male,Finance,Accountant,7218,10,2,3,4,Yes,6-10 Yrs,Medium (5k-10k),1,1,0,0
EMP0664,38,Female,IT,Software Engineer,13194,8,3,3,2,No,6-10 Yrs,High (10k-15k),0,0,2,12
EMP0665,26,Male,Sales,Sales Executive,9307,8,4,1,3,No,6-10 Yrs,Medium (5k-10k),0,1,4,10
EMP0666,50,Male,Research & Development,Manager,13152,10,1,4,2,No,6-10 Yrs,High (10k-15k),0,1,3,6
EMP0667,25,Female,Sales,Sales Executive,4456,7,4,3,3,Yes,6-10 Yrs,Low (<5k),1,0,4,10
EMP0668,31,Male,Sales,Sales Representative,6004,9,4,3,1,Yes,6-10 Yrs,Medium (5k-10k),1,1,4,11
EMP0669,38,Female,Research & Development,Research Scientist,11341,5,1,3,2,No,3-5 Yrs,High (10k-15k),0,0,3,9
EMP0670,31,Female,Sales,Manager,10143,0,4,2,1,No,0-2 Yrs,High (10k-15k),0,0,4,6
EMP0671,38,Female,Sales,Manager,17418,1,4,4,2,Yes,0-2 Yrs,Very High (15k+),1,0,4,6
EMP0672,41,Female,Finance,Accountant,3567,1,1,3,2,No,0-2 Yrs,Low (<5k),0,0,0,0
EMP0673,45,Male,Research & Development,Manufacturing Director,20474,4,1,3,3,No,3-5 Yrs,Very High (15k+),0,1,3,7
EMP0674,26,Male,Research & Development,Manager,16961,3,1,3,1,No,3-5 Yrs,Very High (15k+),0,1,3,6
EMP0675,55,Male,Sales,Sales Executive,5615,10,2,3,3,No,6-10 Yrs,Medium (5k-10k),0,1,4,10
EMP0676,27,Male,Sales,Sales Representative,8438,9,3,4,2,No,6-10 Yrs,Medium (5k-10k),0,1,4,11
EMP0677,23,Male,IT,Manager,16377,2,3,3,4,No,0-2 Yrs,Very High (15k+),0,1,2,6
EMP0678,34,Female,Sales,Sales Executive,6827,3,2,3,4,No,3-5 Yrs,Medium (5k-10k),0,0,4,10
EMP0679,32,Female,Research & Development,Manager,22580,14,4,4,2,No,10+ Yrs,Very High (15k+),0,0,3,6
EMP0680,44,Male,Sales,Sales Representative,5689,1,2,2,3,No,0-2 Yrs,Medium (5k-10k),0,1,4,11
EMP0681,37,Female,Research & Development,Laboratory Technician,7403,7,1,3,1,Yes,6-10 Yrs,Medium (5k-10k),1,0,3,5
EMP0682,52,Non-Binary,Sales,Sales Executive,3898,1,2,4,4,No,0-2 Yrs,Low (<5k),0,2,4,10
EMP0683,32,Female,IT,IT Support,8971,5,3,3,3,No,3-5 Yrs,Medium (5k-10k),0,0,2,4
EMP0684,37,Female,IT,IT Support,6023,1,3,4,1,Yes,0-2 Yrs,Medium (5k-10k),1,0,2,4
EMP0685,29,Male,IT,Manager,12944,10,2,3,3,No,6-10 Yrs,High (10k-15k),0,1,2,6
EMP0686,25,Male,Sales,Sales Representative,7681,4,1,4,1,No,3-5 Yrs,Medium (5k-10k),0,1,4,11
EMP0687,25,Male,IT,Software Engineer,7122,1,4,4,3,No,0-2 Yrs,Medium (5k-10k),0,1,2,12
EMP0688,46,Male,Research & Development,Research Scientist,7946,1,4,3,3,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP0689,24,Female,Research & Development,Laboratory Technician,7720,3,2,2,3,No,3-5 Yrs,Medium (5k-10k),0,0,3,5
EMP0690,53,Female,Research & Development,Manufacturing Director,18983,16,2,3,3,Yes,10+ Yrs,Very High (15k+),1,0,3,7
EMP0691,24,Male,Sales,Sales Executive,5759,6,3,3,2,No,6-10 Yrs,Medium (5k-10k),0,1,4,10
EMP0692,48,Male,Sales,Manager,17507,3,4,3,2,No,3-5 Yrs,Very High (15k+),0,1,4,6
EMP0693,50,Female,Human Resources,Manager,19675,2,2,1,2,No,0-2 Yrs,Very High (15k+),0,0,1,6
EMP0694,53,Male,Sales,Sales Representative,7138,3,4,3,4,No,3-5 Yrs,Medium (5k-10k),0,1,4,11
EMP0695,40,Male,Research & Development,Manager,19825,6,3,4,2,No,6-10 Yrs,Very High (15k+),0,1,3,6
EMP0696,42,Female,Research & Development,Manager,14326,7,3,3,3,No,6-10 Yrs,High (10k-15k),0,0,3,6
EMP0697,26,Male,IT,Data Analyst,7289,1,3,3,3,No,0-2 Yrs,Medium (5k-10k),0,1,2,1
EMP0698,39,Male,Finance,Manager,14157,6,4,2,2,Yes,6-10 Yrs,High (10k-15k),1,1,0,6
EMP0699,49,Male,IT,Software Engineer,9612,5,4,3,3,No,3-5 Yrs,Medium (5k-10k),0,1,2,12
EMP0700,43,Female,Sales,Sales Executive,10191,15,1,2,3,No,10+ Yrs,High (10k-15k),0,0,4,10
EMP0701,42,Female,Sales,Sales Representative,9359,13,2,2,3,Yes,10+ Yrs,Medium (5k-10k),1,0,4,11
EMP0702,27,Male,Research & Development,Manufacturing Director,19118,7,3,4,3,No,6-10 Yrs,Very High (15k+),0,1,3,7
EMP0703,22,Male,Sales,Sales Executive,8063,4,2,4,3,No,3-5 Yrs,Medium (5k-10k),0,1,4,10
EMP0704,26,Male,Sales,Sales Executive,5289,1,4,2,3,No,0-2 Yrs,Medium (5k-10k),0,1,4,10
EMP0705,33,Female,Research & Development,Laboratory Technician,6702,9,4,2,3,No,6-10 Yrs,Medium (5k-10k),0,0,3,5
EMP0706,47,Female,Research & Development,Manager,12967,2,4,3,3,No,0-2 Yrs,High (10k-15k),0,0,3,6
EMP0707,55,Male,Finance,Manager,18275,1,4,3,1,Yes,0-2 Yrs,Very High (15k+),1,1,0,6
EMP0708,35,Female,Sales,Sales Executive,6514,2,2,3,3,No,0-2 Yrs,Medium (5k-10k),0,0,4,10
EMP0709,47,Male,Sales,Sales Representative,7794,9,4,3,1,No,6-10 Yrs,Medium (5k-10k),0,1,4,11
EMP0710,48,Male,Sales,Sales Executive,5010,0,4,3,2,No,0-2 Yrs,Medium (5k-10k),0,1,4,10
EMP0711,30,Male,Finance,Financial Analyst,11444,3,2,3,3,No,3-5 Yrs,High (10k-15k),0,1,0,2
EMP0712,47,Male,IT,Software Engineer,8491,3,4,3,4,Yes,3-5 Yrs,Medium (5k-10k),1,1,2,12
